SKU,Article Code,Brand Name,Title,Bullet Points,Description,Keywords,BARCODE
KNSE5016,KNSE5016,Krypton,Krypton KNSE5016 Solar Emergency,"• Power source: AC 220-240V ~ 50/60Hz
 • Battery: 4V1600mAh sealed lead-acid Rechargeable battery
 • Light source: 20x0.5W SMD light
 • Charge time: 20-24 hours
 • Duration:1 hours/strong light -25 hours/weak light
 • Dimension: 140x140x230mm",Krypton KNSE5016 Solar Emergency,"Emergency light, lantern, Krypton light, Rechargeable light, Krypton lantern, krypton torch, multifunction led light, led light, multifunctional light",
KNSE5104,KNSE5104,Krypton,Krypton KNSE5104 Solar Emergency,"• Led Emergency Lantern/37Led/Solar Panel 1X80
 • Battery:4V 1200mah Sealed Lead-Acid Rechargeable Battery
 • 37 Pcs Hi-Power Led
 • With DC6V Solar Interface
 • Duration: 3 Hours/Three Tube Light - 7 Hours/One Tube Light
 • Ac:220-240v 50/60hz 7.4W",Krypton KNSE5104 Solar Emergency,"Emergency light, lantern, Krypton light, Rechargeable light, Krypton lantern, krypton torch, multifunction led light, led light, multifunctional light",
KNSE5105,KNSE5105,Krypton,Krypton KNSE5105 Solar Emergency,"• Led Emergency Lantern/18Led/Solar Pnl1x100
 • Battery:4V 900mah Sealed Lead-Acid Rechargeable Battery
 • 18 Pcs Hi-Power Led
 • With DC6V Solar Interface
 • Duration: 2 Hours/Full Strong Light 
 • 3 Hours/Full Weak Light - 5 Hours/One Tube Light
 • Ac:220-240v 50/60hz 3.6W",Krypton KNSE5105 Solar Emergency,"Emergency light, lantern, Krypton light, Rechargeable light, Krypton lantern, krypton torch, multifunction led light, led light, multifunctional light",
KNSI6053,KNSI6053,Krypton,Krypton KNSI6053 Steam Iron,"• Dry Iron/Heavy Weight/Ceramic Soleplate1X6
 • “Easy-Slide” Non-Stick Coating
 • Self-Cleaning Function
 • Variable Steam Control
 • Variable Temperature Control
 • Handy Soft-Touch Handle
 • Heat Indicator
 • Water Spray Function
 • Functions:
 • Dry Ironing
 • Steam (20g/Min)
 • Burst Of Steam (120g/Min)
 • Vertical Steam
 • Beaker
 • AC:220-240V 50/60Hz 2000W",Krypton KNSI6053 Steam Iron,"iron, dry iron, home appliance, krypton iron, teflon iron,steam iron,krypton steam iron",
KNSI6071,KNSI6071,Krypton,Krypton KNSI6071 Steam Iron,"• Steam Iron/Ns Cotng Solplt/1200w1x10
 • Non-stick Coating Soleplate
 • Temperature Control with indicator light",Krypton KNSI6071 Steam Iron,"iron, dry iron, home appliance, krypton iron, teflon iron,steam iron,krypton steam iron",
KNSI6137,KNSI6137,Krypton,Krypton KNSI6137 Steam Iron,"• Spray function Water spray feature to target stubborn creases 
 • Vertical and variable steam output 
 • Soft grip handle and dial for ultimate comfort whilst ironing 
 • Self-clean function 
 • Water tank capacity 300ML
 • AC: 220-240V 50/60Hz 2000-2400W",Krypton KNSI6137 Steam Iron,"iron, dry iron, home appliance, krypton iron, teflon iron,steam iron,krypton steam iron",
KNSL5075,KNSL5075,Krypton,Krypton KNSL5075 Search Light,"• Light Source: 1PCS 3W High Power LED+10 PCS 0.25W LE
 • Battery: 4V 1600mah Sealed Lead-Acid Rechargeable Battery
 • Charge Time: 6-8 Hours 
 • Duration: Torch: 2.5 Hours/Strong Light
 • Hours/Weak Light
 • Dimension: 191x133x110mm",Krypton KNSL5075 Search Light,"LED lantern, led light, led Krypton, Rechargeable lamp, bright light,search light, combo pack, flash light,",
KNSL5109,KNSL5109,Krypton,Krypton KNSL5109 Search Light,"• Rechargeable Search Light with Lantern 1X60
 • Battery: 3.7V1800mAh lithium battery
 • Light source: 3W torch+19W light Charge time: 6-8 hours
 • Duration: torch: 3.5 hrs light: 1.5 hrs
 • Dimension: 85x85x202mm
 • Input: DC 5V",Krypton KNSL5109 Search Light,"LED lantern, led light, led Krypton, Rechargeable lamp, bright light,search light, combo pack, flash light,",
KNSM6063,KNSM6063,Krypton,Krypton KNSM6063 Sandwich Maker,"• 2Slice Sandwich Maker 1X8
 • Cool-touch housing
 • Sandwich baking plates
 • Stand upright for compact 
 • storage and space saving
 • Non-stick coated plates for 
 • easy cleaning
 • Skid-resistant feet
 • Power on&ready light
 • AC:220-240V 50/60Hz 650-760W",Krypton KNSM6063 Sandwich Maker,"sandwick maker, sandwich toaster, sandwich making, kitchen acessory, snacks maker, krypton sandwich maker,sandwich maker",
KNSM6102,KNSM6102,Krypton,Krypton KNSM6102 Hand Mixer,"• Hand Mixer With Bowl/cpcty2.3L/7Spd 1X8
 • 7 speed hand mixer with bowl
 • 2 beaters for eggs and cream
 • 2 hooks for mixing dough
 • AC:220-240V 50/60Hz 150W",Krypton KNSM6102 Hand Mixer,"mixer, Mixer, mixer with jar, jar mixer, mixr, grinder, Grinder, Kitchen items, kitchen accessory, hand mixer, hand grinder, grindr, good mixer",
KNSR6089,KNSR6089,Krypton,Krypton KNSR6089 Rechargeable Shaver,"• Sharp blade, endurance
 • Used wirelessly, convenient to operate
 • High-efficient charging battery inside
 • Discharge 30 minutes continuously after charging
 • Charging time: 8 hours
 • AC: 220-240V 50/60Hz 3W",Krypton KNSR6089 Rechargeable Shaver,"trimmer, hair trimmer, health and beauty, personal care, olsenmark trimmer, trimer, beauty product,krypton Shaver, Rechargeable Shaver",
KNSWM6124,KNSWM6124,Krypton,Krypton KNSW6142 Semi Automatic Washing Machine,"• Efficient Washing Performance
 • Hand-Twist Washing low Noise
 • Working Smoothly Plastic Body Compact Design
 • Rated Voltage-AC:220-240V
 • Rated Frequency:50-60Hz
 • Net Weight:18kg
 • Total Power:540W
 • Wash/Spin:7.5kg/5.0kg",Krypton KNSW6142 Semi Automatic Washing Machine,"washing machine, washng machine, Krypton washing machine, cloth washing machine, home appliance, laundry",
KNSWM6126,KNSWM6126,Krypton,Krypton KNSWM6126 Hand Washer,"• Manual Washing Machine
 • Without Electronic 
 • Can Wash Also Can Spin Dryer 
 • The Fastest Spin Speed Can Be 600rpm It Is Real Spin Function
 • Two Handles. Movable Handle for Washing Easily. 
 • Folding Handle For Spinning Easily
 • All Inside Parts , Spin Basket , PulsatorCan Take Out Easily To Clean
 • Special Design Pulsator To Wash More Capacity And More Clean And To Avoid Clothes To Twist When Washing",Krypton KNSWM6126 Hand Washer,"washing machine, washng machine, Krypton washing machine, cloth washing machine, home appliance, laundry",
KNTM6057,KNTM6057,Krypton,Krypton KNTM6057 Wall Mount,"• Led TV Fixed Wall Mount 10""-42"" 1x30
 • Material: SPCC with coating finished
 • Easy installation
 • Includes installation manual and complete hardware kits",Krypton KNTM6057 Wall Mount,"LCD/PLASMA/LED TV Wall Mount, Krypton LCD/PLASMA/LED TV Wall Mount, krypton TV Wall Mount, TV Wall mount, Wall mount, Best LCD/PLASMA/LED TV Wall Mount, Best TV wall mount",
KNTR6020,KNTR6020,Krypton,Krypton KNTR6020 Rechargeable Trimmer,"• Rechargeable Hair Clipper
 • Sharp blade, endurance
 • Used wirelessly, convenient to operate
 • High-efficient charging battery inside
 • Discharge 45 minutes continuously after charging
 • Charging time:6-8hours
 • Input:220-240V 50/60HZ 3W",Krypton KNTR6020 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6041,KNTR6041,Krypton,Krypton KNTR6041 Rechargeable Trimmer,"• Full Size Trimmer:Defines Hair Around Neckline Precisely And Evenly.
 • Precision Trimmer:Defined Hair For Fine Lines,Small Areas And Details.
 • Ear,Nose Trimmer:Trims Nose,Ear And Eyebrow Hair Safely For Masimum",Krypton KNTR6041 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6042,KNTR6042,Krypton,Krypton KNTR6042 Rechargeable Trimmer,"• Sharp blade, endurance
 • Used wirelessly, convenient to operate 
 • High-efficient charging battery inside
 • Discharge 45minutes continuously after charging
 • Indicator light
 • Charging time:8 hours
 • AC: 220-240V 50/6OHz 3W",Krypton KNTR6042 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6088,KNTR6088,Krypton,Krypton KNTR6088 Rechargeable Trimmer,"• Sharp blade, endurance
 • Used wirelessly, convenient to operate 
 • High-efficient charging battery inside 
 • Charging time: 6-8 hours
 • AC: 220-240V 50/60Hz 3W",Krypton KNTR6088 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6090,KNTR6090,Krypton,Krypton KNTR6090 Rechargeable Trimmer,"• 60 minutes continuous operation when full charged
 • Refined appearance with very soft cordless feeling
 • Rechargeable battery inside
 • Accessories :attached comb, adapter, cleaning brush and oil",Krypton KNTR6090 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6091,KNTR6091,Krypton,Krypton KNTR6091 Rechargeable Trimmer,"• 60 minutes continuous operation when full charged
 • Refined appearance with very soft cordless feeling
 • Rechargeable battery inside
 • Accessories :attachment comb, adaptor, cleaning brush, 'base and oil 
 • ADAPTOR: Input :AC220-240V 50/60Hz 0.2A Max
 • Output : DC 5\/==:300mA 
 • Trimmer Input : DC 5V:=300mA 1W",Krypton KNTR6091 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6092,KNTR6092,Krypton,Krypton KNTR6092 Rechargeable Trimmer,"• Rechargeable Trimmer
 • 60 minutes continuous operation when full charged
 • Refined appearance with very soft cordless feeling
 • Rechargeable battery inside
 • Accessories: attachment comb, adaptor, cleaning brush, base and oil
 • AC 220-240V 50/60Hz",Krypton KNTR6092 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6093,KNTR6093,Krypton,Krypton KNTR6093 Stubble Rechargeable Trimmer,"• Stubble trimmer
 • Charged with USB charging cable (0.5 mm)
 • Input : DC 5V 1A
 • Power consumption : 5W
 • Battery capacity : Ni- Mh 600 mah*1
 • Charging time 8 - 10 hours
 • Working time 35 t0 40 minutes",Krypton KNTR6093 Stubble Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNTR6108,KNTR6108,Krypton,Krypton KNTR6108 Rechargeable Trimmer,"• Adopted the design, low noise during operation
 • 3.6.9. 12mm combs 
 • Product accessories
 • Power adaptor 
 • 3.6mm hair cut limit comb
 • 9.12mm hair cut limit comb
 • Cleaning brush and Oil bottle",Krypton KNTR6108 Rechargeable Trimmer,"trimmer, hair trimmer, nose trimmer, health and beauty, personal care, krypton trimmer, trimer,krypton Shaver, Rechargeable Shaver",
KNVC6095,KNVC6095,Krypton,Krypton KNVC6095 Vacuum Cleaner,"• Vacuum Cleaner/1.5L dust bag capacity/1400w
 • Powerful Suction
 • Low noise design
 • Dust full indicator
 • Flexible hose with air flow handle
 • Plastic floor brush
 • Pedal switch and auto-rewinding wire
 • Dust bag Capacity: 1.5 Liter
 • Cable Length: 3.2 M
 • AC: 220-240V 50/60Hz 1400W",Krypton KNVC6095 Vacuum Cleaner,"cleaning, cleaner,krypton vaccum cleaner, vaccum cleaner, vacum cleaner, home appliances, floor cleaner, Vaccum Cleaner,",
KNVC6107,KNVC6107,Krypton,Krypton KNVC6107 Vacuum Cleaner,"• Fresh outlook design
 • High efficiency
 • Easy parking nozzle
 • Useful air blowing function
 • Dust full indicator
 • Big capacity: 21L
 • Solid and durable iron tank
 • AC: 220-240V 50/60Hz 2300W",Krypton KNVC6107 Vacuum Cleaner,"cleaning, cleaner,krypton vaccum cleaner, vaccum cleaner, vacum cleaner, home appliances, floor cleaner, Vaccum Cleaner,",
KNVF6067,KNVF6067,Krypton,Krypton KNVF6067 Glass Vacuum Flask,"• 1.0l Capacity 
 • Hot & Cool Up To 24 Hours 
 • Stainless Steel Body",Krypton KNVF6067 Glass Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNVF6068,KNVF6068,Krypton,Krypton KNVF6068 Glass Vacuum Flask,"• 1.3l Capacity 
 • 24 Hours Keep Hot Or Cold 
 • Stainless Steel",Krypton KNVF6068 Glass Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNVF6069,KNVF6069,Krypton,Krypton KNVF6069 Glass Vacuum Flask,"• 1.6l Capacity 
 • Hot & Cool Up To 24 Hours 
 • Stainless Steel Body",Krypton KNVF6069 Glass Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNVF6070,KNVF6070,Krypton,Krypton KNVF6070 Glass Vacuum Flask,"• 1.9l Capacity 
 • 24 Hours Keep Hot Or Cold 
 • Stainless Steel",Krypton KNVF6070 Glass Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNVF6100,KNVF6100,Krypton,Krypton KNVF6100 Steel Vacuum Flask,"• 1.61. Capacity 
 • Hot & Cool 
 • Up To 24 Hours 
 • Stainless Steel Body",Krypton KNVF6100 Steel Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNVF6101,KNVF6101,Krypton,Krypton KNVF6101 Steel Vacuum Flask,"• 1.9l Capacity 
 • Hot & Cool Up To 24 Hours 
 • Stainless Steel",Krypton KNVF6101 Steel Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
KNWC6117,KNWC6117,Krypton,Krypton KNWC6117 Wall Clock,"• Battery assembly :Open the battery door , the polarity ofAAbattery must be inserted as indicated in the battery holder to prevent the movement from damage.
 • Time setting :Turn the time setting knob at the backside of the clock as indicated direction, rotating till to the correct time.
 • Alarm setting :Turn the alarm setting knob at the backside of the clock as indicated direction, rotating till to the time you need to alarm ;Turn on the alarm switch ; If you need to choose the bell or beep alarm , please also switch the button
 • Light setting :Press top button, dial willbelighten",Krypton KNWC6117 Wall Clock,"clock, clok, fancy clock, decorware, krypton clock, Clock, time piece, watch, watches, décor watch, fancy watch, wall clock",
KNWC6118,KNWC6118,Krypton,Krypton KNWC6118 Wall Clock,"• Battery assembly: Open the battery door the polarity of AA battery must be inserted as indicated in the battery holder to prevent the movement from damage.
 • Time setting: Turn the time setting knob at the backside of the clock as indicated direction, rotating till to the correct time.
 • Alarm setting : Turn the alarm setting knob at the backside of the clock as indicated direction, rotating till to the time you need to alarm ; Turn on the alarm switch ; If you need to choose the bell or beep alarm，please also switch the button
 • Light setting: Press front lens at the bottom of right side, dial will be lighten.",Krypton KNWC6118 Wall Clock,"clock, clok, fancy clock, decorware, krypton clock, Clock, time piece, watch, watches, décor watch, fancy watch, wall clock",
KNWC6119,KNWC6119,Krypton,Krypton KNWC6119 Wall Clock,"• Wall clock
 • Plastic case glass lens
 • Step movement
 • Operated by 1pc AA battery",Krypton KNWC6119 Wall Clock,"clock, clok, fancy clock, decorware, krypton clock, Clock, time piece, watch, watches, décor watch, fancy watch, wall clock",
KNWC6120,KNWC6120,Krypton,Krypton KNWC6120 Wall Clock,"• Wall Clock
 • Plastic Case. Glass Lens
 • Step Movement
 • Operated By 1pc Aa Battery",Krypton KNWC6120 Wall Clock,"clock, clok, fancy clock, decorware, krypton clock, Clock, time piece, watch, watches, décor watch, fancy watch, wall clock",
KNWC6121,KNWC6121,Krypton,Krypton KNWC6121 Wall Clock,"• Wall Clock
 • Plastic Case. Glass Lens
 • Step Movement
 • Operated By 1pc Aa Battery",Krypton KNWC6121 Wall Clock,"clock, clok, fancy clock, decorware, krypton clock, Clock, time piece, watch, watches, décor watch, fancy watch, wall clock",
KNWD6016,KNWD6016,Krypton,Krypton KNWD6016 Water Dispenser,"• Cooling Gas:R134A
 • Water Proof: Ipxo
 • Type Of Anti-Electric-Shock Protection
 • Heating Capacity:5L/H
 • Cooling Capacity:2L/H
 • Hot Temperature:≤95℃
 • ColdTemperature:6-10℃
 • Heating Power:500W
 • Cooling Power:500W
 • Total Power:590W
 • Product Net Size:330*310*960Mm
 • Packing Size:340*330*980
 • Voltage:220-240V
 • Frequency:50/60Hz
 • KryptonQuality You Afford
 • With Cup Holder
 • Cabinet
 • 2 Tap:Hot And Cold
 • Warranty2 YearsWarranty",Krypton KNWD6016 Water Dispenser,"water dispenser, water cooler, hot water cooler, cold water cooler, krypton water dispenser, storage, water tank",
KNWD6076,KNWD6076,Krypton,Krypton KNWD6076 Water Dispenser,"• Water Dispnsr/hot&coldfunctn/SSwtrtnk
 • Stainless steel water tank
 • 2 taps(hot & cold)
 • Fast cooling copper compressor
 • R134a.gas
 • Low noise
 • Energy saving
 • Voltage - Frequency- 220-240V-50/60Hz
 • Heating power - 420W
 • Cooling power- 85W
 • Rated power -505W
 • Water Heating capacity - 5.OL/H
 • Water Cooling capacity - 2.0L/H
 • Prevention of electric shock Type I
 • SIZE:322X340X880MM",Krypton KNWD6076 Water Dispenser,"water dispenser, water cooler, hot water cooler, cold water cooler, krypton water dispenser, storage, water tank",
KNWD6094,KNWD6094,Krypton,Krypton KNWD6094 Water Dispenser,"• Exclusive appearance design
 • Double safety for preventing overheat
 • High power stainless steel hot tank
 • Normal & hot water 
 • Two taps 
 • Voltage Frequency : 220m240V~ 50/60Hz 
 • Heating Power : 420 W
 • Water Heating Capacity : 5.0 L/H",Krypton KNWD6094 Water Dispenser,"water dispenser, water cooler, hot water cooler, cold water cooler, krypton water dispenser, storage, water tank",
KNB6013,KNB6013,Krypton,"Krypton KNB6013 Blender,1.5ml","• 1500ml Blender Jar 
 • Grinds Beans & Nuts In Seconds With The Grinder Cup 
 • Powerful 300w For Heavy Duty Use 
 • Overheat Protection For Long Lasting Life 
 • 4 Different Speed Powers 
 • Pulse Function 
 • Easy To Clean 
 • Non-Slip Feet 
 • Safety Locks For Jar A Cup 
 • 220-240v-50/60hz 300w","Krypton KNB6013 Blender,1.5ml","blender, Blender, kitchen blender, blender jar, hand blender, cooking acessory, kitchen items, multifunctional blender, blnder, best blender, krypton Blender",
KNE5014,KNE5014,Krypton,Krypton KNE5014 Led Emergency,"• AC: 220-240~ 50/60Hz
 • Battery: 6V 1600mAh sealed lead-acid Rechargeable battery
 • Light source: 60pcs bright LED
 • Charge time: 20-24 hours (AC)
 • Duration:3 hours /two sides, 6.5 hours/ one side
 • Dimension:140x70x270mm",Krypton KNE5014 Led Emergency,"Emergency light, lantern, krypton light, Rechargeable light, krypton lantern, krypton torch, multifunction led light, led light, multifunctional light",
KNE5053,KNE5053,Krypton,Krypton KNE5053 Rechargeable Led Torch with Lantern,"• Battery: 4V 400mAh sealed lead-acid Rechargeable battery
 • Light source: 1W+9x0.2W Hi-Power led light
 • Charge time: 6-8 hours (DC)
 • Duration:4 hours
 • Input DC: 5V",Krypton KNE5053 Rechargeable Led Torch with Lantern,"Emergency light, lantern, krypton light, Rechargeable light, krypton lantern, krypton torch, multifunction led light, led light, multifunctional light",
KNESL5066,KNESL5066,Krypton,Krypton KNESL5066 Energy Saving Lamp,"• 0.5 Watt 20Pcs SMD LED
 • 80% Energy Saving
 • 30000 Hours Lifetime
 • Power: 11W
 • Product Size: DIA 60*115mm
 • Color Temperature: 6500K
 • Mercury Content: OMG
 • AC: 220-240V 50-60HZ
 • Input DC: 5V",Krypton KNESL5066 Energy Saving Lamp,"lamp, krypton lamp, Lamp, energy saving bulb, light,",
KNFL5088,KNFL5088,Krypton,Krypton KNFL5088 Rechargeable LED Flash Light,"• High Capacity Rechargeable 2000MAH Li-Ion Battery 
 • Hyper Bright CREE LED 
 • High Polished Reflector Withstands Extreme Temperatures and Delivers Superior Optical Performance 
 • High Quality Tempered Unbreakable Lens 
 • Precision Machined High Strength Aluminum Alloy Flashlight Case 
 • Anodized Inside and Out For Improved Corrosion Resistance and Durability 
 • Water Resistant Seals Throughout The Flashlight Protect All International Components From Harsh Environmental Conditions.",Krypton KNFL5088 Rechargeable LED Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5090,KNFL5090,Krypton,Krypton KNFL5090 Rechargeable LED Flash Light,"• High capacity rechargeable 1500mah li-ion battery 
 • High polished reflector withstands extreme temperatures and delivers superior optical performance 
 • High quality tempered unbreakable lens 
 • Precision machined high strength aluminum alloy flashlight case 
 • Anodized inside and out for improved corrosion resistance and durability 
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5090 Rechargeable LED Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNFL5091,KNFL5091,Krypton,Krypton KNFL5091 Rechargeable LED Flash Light,"• High capacity rechargeable 1500mah li-ion battery 
 • High polished reflector withstands extreme temperatures and delivers superior optical performance 
 • High quality tempered unbreakable lens 
 • Precision machined high strength aluminum alloy flashlight case 
 • Anodized inside and out for improved corrosion resistance and durability 
 • Water resistant seals throughout the flashlight protect all international components from harsh environmental conditions.",Krypton KNFL5091 Rechargeable LED Flash Light,"flash light, Led light, LED light, Rechargeable light, battery, torch, Krypton light, Krypton flashlight, Emergency light",
KNMS6059,KNMS6059,Krypton,Krypton KNMS6059 Portable Speaker,"• Bluetooth, Recording ,FM stereo radio USB/SD card input slot 
 • Microphone priority switch LED disco light with on/off switch 
 • Power adaptor: AC 240-110V 60/50Hz 
 • Input DC: 9V 1.5A 
 • Impedance:40 
 • Woofer: 12"" 
 • Tweeter:Piezo 
 • Frequency response:40Hz-20KHz 
 • Sensitivity: 93dB3±dB 
 • Capacity of the battery(V,Ah):7.4V/1800mAh lithium battery 
 • Bluetooth version: 2.1 
 • Frequency range(Bluetooth): 2402MHZ-2480MHZ(Total 79 channels)
 • Transmission Range: 10m 
 • Charging time: 8-5 hours 
 • Working time in max volume: 3hours 
 • Working time in normal volume:4hours",Krypton KNMS6059 Portable Speaker,"Speaker, home theater, krypton speaker, best quality speaker, music accessories, krypton home theater,home theatre systems,speakers,Home Audio Speakers,Speaker Systems",
KNVF6008,KNVF6008,Krypton,Krypton KNVF6008 Glass Vacuum Flask,"• 1.9l Capacity
 • 24hour keep Hot Or Cold
 • Stainless Steel Body
 • Before using, keep plastic bags away from babes and children to avoid danger of suffocation 
 • Do not use by or near children, this carafe is not intended for use by children 
 • Do not overturn the carafe as drinks may flow out 
 • Do not drink directly from the carafe 
 • Be sure not to hold the outer lid or the lever when carrying the carafe 
 • Always use the handle 
 • Do not remove the base of the carafe unnecessarily",Krypton KNVF6008 Glass Vacuum Flask,"flask, vaccum flask, vacum flask, traveling flask, water flask, hot water flask, cold water flask, krypton flask, drinkware, kitchen accessories,krypton Vacuum flask",
